id_etablissement,nom_etablissement,nom_russe,nom_bielorusse,ville_localite,rue,numero_rue,code_postal,latitude,longitude,site_web,telephone,email,email
relation/6363512,Сярэдняя школа № 9,Средняя школа № 9,Сярэдняя школа № 9,Светлагорск,вуліца Азалава,4,,52.624609129999996,29.717149060000004,https://sv9school.by/,+375(2342) 4-26-35;+375(2342) 4-32-35;+375(2342) 4-37-31,,info@sv9school.by
relation/6551161,Сярэдняя школа №5 (філіял),Средняя школа №5 (филиал),Сярэдняя школа №5 (філіял),,,,,53.87517966666667,30.324137933333336,,,,
relation/6680097,Школа № 18,Школа № 18,Школа № 18,,,,,55.17921577826087,30.17966459565218,http://sch18.vitebsk.edu.by/,+375(212) 34-33-24;+375(212) 34-36-55,,sch18@vitebsk.edu.by
relation/7000729,Гімназія №32,Гимназия №32,Гімназія №32,,вуліца Данілы Сердзіча,26,,53.91766345,27.48935434375,,,,
relation/7170145,Гімназія №9 імя Кірычэнкі,Гимназия №9 имени Кириченко,Гімназія №9 імя Кірычэнкі,Гродна,вуліца Пестрака,34/1,230026,53.6536980807692,23.83856761923077,https://gymn9.oktobrgrodno.gov.by/,+375152337032,gymn9@oktobrgrodno.gov.by,gymn9@oktobrgrodno.gov.by
relation/7170148,Сярэдняя школа №26 імя Сівачова,Средняя школа №26 имени Сивачёва,Сярэдняя школа №26 імя Сівачова,Гродна,праспект Янкі Купалы,55,230026,53.65332009285716,23.84185547142857,https://sch26.oktobrgrodno.gov.by/,+375152331427,sch26@oktobrgrodno.gov.by,sch26@oktobrgrodno.gov.by
relation/7469150,Сярэдняя школа №33 імя Абялеўскага,Средняя школа №33 имени Обелевского,Сярэдняя школа №33 імя Абялеўскага,Гродна,вуліца Томіна,28,,53.64898388571429,23.82648120714286,https://sch33.oktobrgrodno.gov.by/,+375152338635,sch33@oktobrgrodno.gov.by,sch33@oktobrgrodno.gov.by
relation/7550247,Школа №200,Школа №200,Школа №200,,вуліца Алеся Бачылы,26,220075,53.844884370833334,27.700782604166672,http://sch200.minsk.edu.by/,+375 17 344-13-12,,sch200@minsk.edu.by
relation/7550248,Школа №186,Школа №186,Школа №186,,,,,53.845225516666666,27.69937832222222,,,,
relation/7825261,Гімназія № 1,Гимназия № 1,Гімназія № 1,,,,,53.16238975,29.19365557857143,,,,
relation/7825262,Школа № 30,Школа № 30,Школа № 30,,,,,53.163289999999996,29.19356719,,,,
relation/8022794,СШ № 15,СШ № 15,СШ № 15,,,,,55.58795721666666,28.597883812500005,,,,
relation/8307965,Сярэдняя школа №56,Средняя школа №56,Сярэдняя школа №56,,,,,53.92536508636365,27.42525169545455,,,,
relation/8356993,Цяглевіцкі дзіцячы сад-сярэдняя школа,Теглевичский детский сад-средняя школа,Цяглевіцкі дзіцячы сад-сярэдняя школа,,,,,53.01403572500001,24.780225458333337,https://teglevichi.schools.by/,,teglevichi@mail.ru,teglevichi@mail.ru
relation/8815054,Магілёўская дзіцячая школа выяўленчых мастацтваў,Магілёўская дзіцячая школа выяўленчых мастацтваў,Магілёўская дзіцячая школа выяўленчых мастацтваў,,,,,53.90075079,30.337301139999994,,,,
relation/9205366,Сярэдняя школа №9,Средняя школа №9,Сярэдняя школа №9,,,,,53.85113155454546,27.483791396969696,,,,
relation/9347938,Клепацкая сярэдняя школа,Клепачская средняя школа,Клепацкая сярэдняя школа,,,,,52.70324426111112,24.355322122222223,http://klepachi-school.pruzhany.by/,,,
relation/10101083,Сярэдняя школа №2,Средняя школа №2,Сярэдняя школа №2,,,,,53.159140646666664,24.4785759,,,,
relation/11123161,Кіраўская сярэдняя школа,Кировская средняя школа,Кіраўская сярэдняя школа,,,,,55.18941512727274,30.117167618181814,https://kirovskaya.schools.by/,8-0212-69-05-85,,kirovskaschool@yandex.ru
relation/11153083,Школа № 4,Школа № 4,Школа № 4,,,,,54.217826106249994,30.28601843125,http://sh4shklov.by/,8-02239-77438;8-02239-77439,,shklovsh4@tut.by
relation/11586954,Крулеўшчынская сярэдняя школа,Крулеўшчынская сярэдняя школа,Крулеўшчынская сярэдняя школа,,,,,55.02356563333334,27.785932725,,,,
relation/12568571,Гродзенская гарадская гімназія імя А.І.Дубко,Гродненская городская гимназия имени А.И.Дубко,Гродзенская гарадская гімназія імя А.І.Дубко,,,,,53.6720227,23.831948214285713,https://grgg.lengrodno.gov.by/,+375152620107,grgg@lengrodno.by,grgg@lengrodno.by
relation/12691128,Школа № 4,Школа № 4,Школа № 4,,,,,55.11735620454545,26.883690140909092,,,,
relation/12906289,Сярэдняя школа № 66,Средняя школа № 66,Сярэдняя школа № 66,,вуліца Макаёнка,19,,52.46795319333333,31.034362240000004,https://school66gomel.by/,,,
relation/13117063,Сярэдняя школа № 44,Средняя школа № 44,Сярэдняя школа № 44,,,,,53.86470557777778,30.446646400000002,,,,
relation/13125317,Магілёўская дзіцячая школа мастацтваў №2,Магілёўская дзіцячая школа мастацтваў №2,Магілёўская дзіцячая школа мастацтваў №2,,,,,53.887028314285715,30.411449128571427,,,mdshi2@mail.ru,mdshi2@mail.ru
relation/13209475,Школа № 20,Школа № 20,Школа № 20,,,,,53.86602982499999,30.353250383333336,https://20mogilev.schools.by,+375-222-64-79-85;+375-222-64-77-60,,mogilev_school20@octroo.datacenter.by
relation/13804668,Гімназія г. Мсціслаўля,Гимназия г. Мстиславля,Гімназія г. Мсціслаўля,,,,,54.015456363157895,31.71254816315789,http://gymn.mstislavl.edu.by,+375224021170,,
relation/14136893,Сярэдняя школа № 2,Средняя школа № 2,Сярэдняя школа № 2,,,,,54.40640384000001,29.69898329,http://sch2.tolochin.edu.by,8-02136-5-15-81,,belts2@tut.by
relation/14337144,Сярэдняя школа № 2,Средняя школа № 2,Сярэдняя школа № 2,,,,,52.3948619,23.822401526086956,,,,
relation/14346859,Сярэдняя школа №1,Средняя школа №1,Сярэдняя школа №1,,,,,52.404144674285725,23.818517059999998,,,,
relation/15317601,Дорскі вучэбна-педагагічны комплекс дзіцячы сад - сярэдняя школа,Дорский учебно-педагогический комплекс детский сад – средняя школа,Дорскі вучэбна-педагагічны комплекс дзіцячы сад - сярэдняя школа,,Савецкая вуліца,1,,54.07414165,26.783445949999997,https://dory.volozhin-edu.gov.by,,,
relation/15670219,Бароўская сярэдняя школа імя Г.К.Жукава,Боровская средняя школа имени Г.К.Жукова,Бароўская сярэдняя школа імя Г.К.Жукава,Бароўка,,10А,,54.9597134257143,28.799493457142862,https://borovka.roolepel.by/,"+375 2132 68269, +375 2132 68569",borovka@roolepel.by,borovka@roolepel.by
relation/16017563,Гарадзенская абласная кадэцкая вучэльня,Гродненское областное кадетское училище,Гарадзенская абласная кадэцкая вучэльня,,,,,53.89074444666667,24.13100901333333,,,,
relation/19482892,Школа № 1,Школа № 1,Школа № 1,,,,,55.110277575,26.861845654166668,,,,
relation/20776457,Школа,Школа,Школа,,,,,54.185481487500006,28.736172149999998,,,,
way/23936990,Гімназія №28 імя Уладзіміра Караткевіча,Гимназия №28 имени Владимира Короткевича,Гімназія №28 імя Уладзіміра Караткевіча,,,,,53.86079599166667,27.614519799999997,,,,
way/23937000,Сярэдняя школа №123,Средняя школа №123,Сярэдняя школа №123,,,,,53.85689456,27.618329253333332,,,,
way/25097344,Школа-інтэрнат,Школа-интернат,Школа-інтэрнат,,,,,55.833014150000004,29.927012793750002,,,,
way/25313509,Средняя школа №190,Средняя школа №190,Сярэдняя школа №190,,вуліца Нікіфарава,19,220141,53.93989001666667,27.692410853333335,http://sch190.minsk.edu.by/,+375 17 2642490,,sch190@minsk.edu.by
way/25320337,Сярэдняя школа №70,Средняя школа №70,Сярэдняя школа №70,Мінск,вуліца Каліноўскага,34,220086,53.94025637142857,27.638843178571424,http://sch70.minsk.edu.by/,,,
way/25321746,Пачатковая школа №112,Начальная школа № 112,Пачатковая школа №112,,вуліца Убарэвіча,142,220077,53.83617992307693,27.62351576923077,,,,
way/25321750,Школа №124,Школа №124,Школа №124,,вуліца Убарэвіча,144 к2,220077,53.83520907692308,27.62235946153846,,,,
way/25321852,QSI International School of Minsk,Международная Школа,Міжнародная Школа,,вуліца Суворава,18,220049,53.93798511,27.620585755,https://minsk.qsi.org/,+375 17 280 66 00,minsk@qsi.org,minsk@qsi.org
way/25321965,Сярэдняя школа №108,Средняя школа №108,Сярэдняя школа №108,Мінск,Уральская вуліца,15,220037,53.90378626428571,27.618650057142855,https://108minsk.schools.by/,+375 17 3532051,sch108@minskedu.gov.by,sch108@minskedu.gov.by
way/25321967,Гімназія №5,Гимназия №5,Гімназія №5,Мінск,вуліца Мендзялеева,14,220037,53.90389207999999,27.617346269999995,http://gymn5.minsk.edu.by/,+375 17 2433812,gymn5@minskedu.gov.by,gymn5@minskedu.gov.by
way/25325774,Гімназія №15,Гимназия №15,Гімназія №15,,вуліца Максіма Багдановіча,84,220100,53.92668425,27.57643298571429,,,,
way/25325775,Гімназія №30,Гимназия №30,Гімназія №30,,вуліца Куйбышава,79/2,220100,53.92557646428572,27.577648757142857,,,,
way/25386915,Пачатковая школа №29 («Сонейка»),Начальная школа №29 («Солнышко»),Пачатковая школа №29 («Сонейка»),Мінск,Сонечная вуліца,3,220028,53.863942237500005,27.562626883333337,http://Nsch29.Minsk.Edu.by/,,,
way/25392648,Сярэдняя школа №7,Средняя школа №7,Сярэдняя школа №7,Мінск,праспект Пушкіна,5А,220015,53.89519612307693,27.49472623076923,http://sch7.minsk.edu.by/,+375 17 2072113,sch7@minsk.edu.by,sch7@minsk.edu.by
way/25392649,Сярэдняя школа №126,Средняя школа №126,Сярэдняя школа №126,Мінск,вуліца Янкі Маўра,35,220015,53.895799950000004,27.491976792857145,http://sch126.minsk.edu.by/,+375 17 2282960,sch126@minsk.edu.by,sch126@minsk.edu.by
way/25393513,Гимназия № 12,Гимназия № 12,Гимназия № 12,Мінск,вуліца Голубева,4,220116,53.86734980384617,27.481149696153846,http://gymn12.minsk.edu.by/,,,
way/25393742,СШ №165,Средняя школа №165,СШ №165,,праспект Газеты Звязда,6А,220116,53.87020822500001,27.467891935,,,,
way/25394027,Гімназія №10,Гимназия 10,Гімназія №10,,вуліца Голубева,29,220117,53.86630197692307,27.463180961538463,http://gymn10.minsk.edu.by/,+375 17 270 25 26,,
way/25394054,СШ №213,Средняя школа №213,СШ №213,,праспект Любімава,27,220117,53.86085624137932,27.456386748275854,,,,
way/25394055,СШ №208,Средняя школа №208,СШ №208,,праспект Любімава,31,220117,53.86081570952381,27.454307419047616,,,,
way/27900266,ДзЮСШ №8,ДЮСШ № 8,ДзЮСШ №8,,,,,55.17688312,30.22167632,,,,
way/27901688,ДЮСШ №6,ДЮСШ №6,ДЮСШ №6,,,,,55.17430214285714,30.1974873,,,,
way/28534062,Папярнянская сярэдняя школа,Папернянская средняя школа,Папярнянская сярэдняя школа,,Цэнтральная вуліца,21,,54.04012572777777,27.564807805555557,https://papernya.minsk-roo.gov.by,,,
way/30661548,Гімназія № 1,Гимназия № 1,Гімназія № 1,,,,,55.1959496,30.212236681818183,http://gymn-1.oct-vit-roo.by/,"+375212370129, +375212538084",,gimn1_vit@tut.by
way/36935677,Сярэдняя школа №69,Средняя школа №69,Сярэдняя школа №69,,,,,53.90795040909091,27.629452618181816,http://sch69.minsk.edu.by/,+375 17 3606102,sch69@minskedu.gov.by,sch69@minskedu.gov.by
way/37439310,Бараўлянская сярэдняя школа,Боровлянская средняя школа,Бараўлянская сярэдняя школа,,,,,54.00971656842105,27.68263922631579,,,,
way/38076021,Школа мастацтв № 1,Школа искусств № 1,Школа мастацтв № 1,,вуліца Дружбы,2,,55.527119461538476,28.668444680769234,,,,
way/38076025,Цэнтр дапрызыўной падрыхтоўкі,Центр допризывной подготовки,Цэнтр дапрызыўной падрыхтоўкі,,Маладзёжная вуліца,130,,55.52729588333333,28.664693849999995,https://novedu.by/tabid/2763/Default.aspx,+375214325380,ncdp@mail.ru,ncdp@mail.ru
way/39269064,Музычная школа,Музыкальная школа,Музычная школа,,Віленская вуліца,6А,,53.02340535384615,27.549644823076925,,,,
way/39670259,Сярэдняя школа №114,Средняя школа №114,Сярэдняя школа №114,,,,,53.957226719999994,27.630622739999996,http://sch114.minsk.edu.by,+375 17 3699900,,
way/39949087,Сярэдняя школа № 57,Средняя школа № 57,Сярэдняя школа № 57,,,,,52.459095607692305,30.96045336153846,,,,
way/39949088,Гомельскі абласны ЦКРНіР,Гомельский областной ЦКРОиР,Гомельскі абласны ЦКРНіР,,,,,52.45941691428571,30.962129557142855,,,,
way/41681456,Гімназія №2,Гимназия №2,Гімназія №2,,,,,52.787658753846145,27.506704684615386,,+375-174-234774,,
way/41683505,Школа №10,Школа №10,Школа №10,,,,,52.78868217777778,27.513076844444445,,+375-174-233643,,
way/41687355,Школа №11,Школа №11,Школа №11,,,,,52.78552073333333,27.506933333333333,,+375-174-231581,,
way/41738316,Школа № 1,Школа № 1,Школа № 1,,,,,52.789616737500005,27.5250342,,+375-174-250664,,
way/42115148,Школа №5,Школа №5,Школа №5,,,,,52.78612199090908,27.530799690909088,http://sh5soligorsk.eshkola.by/,+375-174-254741,,guo5@tut.by
way/42115152,Школа № 4,Школа № 4,Школа № 4,,,,,52.78655578181817,27.53347469090909,http://sch4sol.schools.by/,+375-174-251902,,330902@sch4sol.by
way/42330679,Гімназія №1,Гимназия №1,Гімназія №1,,,,,52.78229952,27.54647559,,,,
way/42330680,Сярэдняя школа №6,Средняя школа №6,Сярэдняя школа №6,,,,,52.78348158461539,27.54760591538462,,,,
way/42956978,Школа №2,Школа №2,Школа №2,,,,,52.79035245454545,27.54876324545454,http://2.edusoligorsk.by/,+375-174-226442,,vtor-shkola@yandex.ru
way/44519417,Сярэдняя Школа №2,Средняя Школа №2,Сярэдняя Школа №2,Кобрын,Першамайская вуліца,91,225830,52.2127209117647,24.36936910588235,,,,
way/45094013,Сярэдняя школа № 28 імя Сакалоўскага,Средняя школа № 28 имени Соколовского,Сярэдняя школа № 28 імя Сакалоўскага,Гродна,вуліца Брыкеля,11,,53.69986747727273,23.85029866818182,https://sch28.lengrodno.gov.by/,+375152785802,ch28@lengrodno.by,ch28@lengrodno.by
way/45816960,Дзіцячы дом,Детский дом,Дзіцячы дом,,,,,55.19812270869566,29.968348378260863,,,,
way/48184661,Сярэдняя школа №2,СШ №2,Сярэдняя школа №2,,,,,53.477212068421046,26.73347341052632,,,,
way/48187531,Сярэдняя школа №3,Средняя школа №3,Сярэдняя школа №3,Стоўбцы,,,,53.4900665,26.74339038,,,,
way/48535842,Сярэдняя школа № 50,Сярэдняя школа № 50,Сярэдняя школа № 50,,,,,52.461802750000004,30.95867,,,,
way/51073988,САШ №34,СОШ №34,САШ №34,,Савецкая вуліца,180,,52.463727766666665,30.983650673333333,,,,
way/57076406,Сярэдняя школа №7,Средняя школа №7,Сярэдняя школа №7,,вуліца Сака,67,,53.116706533333335,29.220508399999996,,,,
way/58413760,Міжшкольны вучэбна-вытворчы камбінат працоўнага навучання і прафесійнай арыентацыі навучэнцаў,Межшкольный учебно-производственный комбинат трудового обучения и профессиональной ориентации учащихся,Міжшкольны вучэбна-вытворчы камбінат працоўнага навучання і прафесійнай арыентацыі навучэнцаў,,вуліца Маякоўскага,32,,52.0948764625,23.6924802625,,,,
way/59483049,Школа № 45,Школа № 45 имени Маргелова В. Ф.,Школа № 45,,вуліца Чкалава,47А,,55.15840388695652,30.207817504347823,https://sch45.pervroo-vitebsk.gov.by/,+375(212) 61-69-94,,sch45@pervroo-vitebsk.gov.by
way/59628680,Сярэдняя школа №15,Средняя школа №15,Сярэдняя школа №15,,,,,52.0871413090909,23.705940509090908,,,,
way/60171462,Сярэдняя школа №7 г.Брэста,Средняя школа №7 г.Бреста,Сярэдняя школа №7 г.Брэста,,вуліца Горкага,20,,52.100249941666675,23.69844735833333,http://brestschool7.iatp.by/,,,
way/61719112,Сярэдняя школа №12,Средняя школа №12,Сярэдняя школа №12,,,,,52.10490652307692,23.77143205384616,,,,
way/61818728,Сацыяльна-педагагічны цэнтр,Социально-педагогический центр,Сацыяльна-педагагічны цэнтр,,,,,52.08581831666666,23.707969316666667,,,,
way/62116452,Музычная школа,Музыкальная школа,Музычная школа,,Паштовы завулак,1,,54.50948075294117,30.427770458823534,,,,
way/62193305,Цэнтр тэхнічнай творчасці дзяцей і моладзі,Центр технического творчества детей и молодёжи,Цэнтр тэхнічнай творчасці дзяцей і моладзі,,вуліца Аляксандра Астроўскага,19,,54.51334554545455,30.426759042424234,http://goroo-orsha.by/index.php?option=com_content&view=article&id=9&Itemid=13,+375(216) 21 05 36,,tehnik.orsha@gmail.com
way/62221941,Музычная школа № 2,Музыкальная школа № 2,Музычная школа № 2,,,,,54.49053912857143,30.396619785714286,,,,
way/62288561,Сярэдняя школа №25,Средняя школа №25,Сярэдняя школа №25,,,,,52.07451890624999,23.75930206875,http://sch25.brest.edu.by/ru/main.aspxtype=multipolygon,+375 (162) 52-42-61,,
way/62297519,Гімназія № 2,Гимназия № 2,Гімназія № 2,,вуліца Уладзіміра Леніна,41,,54.51366262857143,30.433755761904756,,,,
way/63946272,Сярэдняя школа №104,Средняя школа №104,Сярэдняя школа №104,,,,,53.93378317142857,27.550599607142853,,,,
way/64503844,Музычная школа № 1,Музыкальная школа № 1,Музычная школа № 1,,вуліца Леніна,37,,52.087620709999996,23.68614985,,,,
way/64719182,Гомельскі дзяржаўны абласны ліцэй,Гомельский Государственный Областной Лицей,Гомельскі дзяржаўны абласны ліцэй,,вуліца Жаркоўскага,14,,52.42987477391303,31.005680195652168,http://gsrl.by,,,
way/68543620,Сярэдняя школа №22,Средняя школа №22,Сярэдняя школа №22,,,,,52.10475985000001,23.732321815,,,,
way/68568409,Сярэдняя школа №31,Средняя школа №31,Сярэдняя школа №31,,,,,52.10637092777779,23.734000477777776,,,,
way/69139848,Роская музычная школа,Росская музыкальная школа,Роская музычная школа,,,,,53.284376359999996,24.40016226,,,,
way/69476359,Сярэдняя школа№35,Средняя школа №35,Сярэдняя школа№35,,,,,52.07930005,23.74334757777778,http://sch35.brest.edu.by/,+375 (16) 252-41-01,,
way/70460829,Сярэдняя школа №3,Средняя школа №3,Сярэдняя школа №3,,,,,52.09695324210526,23.698332536842106,,,,
way/71183155,Гімназія № 3,Гимназия № 3,Гімназія № 3,,,,,52.77655926999999,27.535063280000003,,+375-174-236989,,
way/71183167,Школа № 8,Школа № 8,Школа № 8,,,,,52.77832084545455,27.540263372727278,,+375-174-236142,,
way/72502110,Цэнтр турызму і краязнаўства,Центр туризма и краеведения,Цэнтр турызму і краязнаўства,,,,,52.77264113333334,27.52918637777778,http://sol.turcentr.schools.by/,"+375(174) 23-93-28, +375(174) 23-36-84",,rcut@tut.by
way/74549169,Школа №2,Школа №2,Школа №2,,,,,53.60156806923077,31.947609053846154,,,,
way/74749492,Школа мастацтваў,Школа искусств,Школа мастацтваў,,Пралетарская вуліца,20,,54.20312948000001,30.296769819999998,,,,
way/75597787,Школа №2,Школа №2,Школа №2,,Інтэрнацыянальная вуліца,71,225510,51.89957535714286,26.858026942857148,,,,
way/76091329,д/с №198,Начальная школа №198,д/с №198,,,,,53.943680210000004,27.69075595,,,,
way/76437485,Гімназія №38,Гимназия №38,Гімназія №38,,вуліца Шугаева,15 к1,220141,53.93854,27.680715030000005,http://gymn38.minsk.edu.by,,,
way/78054989,Школа Мастацваў,Школа искусств,Школа Мастацваў,,вуліца Луначарскага,13,,55.298135566666666,29.613057677777775,,,,
way/78392879,Сярэдняя школа №160,Средняя школа №160,Сярэдняя школа №160,,,,,53.86858063571429,27.4595514,,,,
way/82784415,Музычная школа,Муз. школа,Музычная школа,,вуліца Даўмана,5,,55.34821473333333,29.308125788888887,,,,
way/83986582,Сярэдняя школа №173,Средняя школа №173,Сярэдняя школа №173,,,,,53.88813725789473,27.6824097,,,,
way/84186547,Будаўнічы ліцэй,Строительный лицей,Будаўнічы ліцэй,,,,,52.098903940909096,23.652599913636365,https://ptu65.brest.by/,,,
way/85860699,Гімназія №2,Гимназия №2,Гімназія №2,,,,,52.10258306538461,23.760176911538466,https://gymn2.brestgoo.gov.by/,,,
way/85860704,Пачатковая школа №9,Начальная школа №9,Пачатковая школа №9,,,,,52.10174642727272,23.75880074545454,,,,
way/86434334,Сярэдняя школа №29,Средняя школа №29,Сярэдняя школа №29,,,,,52.106708149999996,23.77792523,,,,
way/86434351,Яслі-сад - пачатковая школа №8,Ясли-сад - начальная школа №8,Яслі-сад - пачатковая школа №8,,,,,52.10575164444444,23.782122922222225,https://upk8brest.schools.by/,+375162 25-16-77,,
