code,name,region,address,email,phone,student_count,public,url
1920885768,Δημοτικό σχολείο Νέας Ανατολής,Crete,Gra Liyia,,,,True,
1927148637,1ο Δημοτικό Σχολείο Ηγουμενίτσας,Epirus,Igoumenitsa,,,,True,
1927615952,Δημοτικό Σχολείο,West Greece,Chalandritsa,,,,True,
1944163043,2ο - 3ο Δημοτικό,Central Macedonia,Evosmos,,,,True,
2081236450,Δημοτικο Σπατων,West Greece,Lapas,,,,True,
2082040285,Δημοτικό,Attica,Saronida,,,,True,
2097999395,Ολοήμερο Δημοτικό Σχολείο Γεωργονωολης,Crete,Georgioupolis,,,,True,
2100621485,4ο Δημοτικό Σχολείο Λευκίμμης - Νεοχωρίου,Ionian Islands,"Lefkimmi, 49080",mail@4dim-lefkimm.ker.sch.gr,+30 26620 23442,,True,https://blogs.sch.gr/4dimlefkm/
2162924439,6ο Δημοτικό,Attica,Agioi Anargyroi,,,,True,
2219760656,Δημοτικό Σχολείο Γέφυρας,Central Macedonia,"Δημοκρατίας, Γέφυρα, 57011",mail@dim-gefyr.thess.sch.gr,+302310715338,,True,
2256103672,Δημοτικό Σχολείο Μακρύ-Γιαλού,Crete,Makry-Gialos,,,,True,
2256103673,Παλιό Δημοτικό,Crete,Makry-Gialos,,,,True,
2257817412,2ο Δημοτικό Σχολείο Αφάντου,South Aegean,"Πλατεία Ελευθερίας, Αφάντου, 85103",mail@2dim-afant.dod.sch.gr,+30 22410 51498,,True,https://2dim-afant-new.dod.sch.gr/
2317758726,Δημοτικό Σχολείου Χώρας Μυκόνου,South Aegean,Mykonos,,,,True,
2368936918,10ο Δημοτικό,North Aegean,Mytilini,,,,True,
2410712568,5ο Δημοτικό Σχολείο Πύργου,West Greece,Pyrgos,,,,True,
2410726516,1ο Δημοτικο Σχολειο Πυργου,West Greece,Pyrgos,,,,True,
2411172706,Δημοτικο Σχολειο Καλλιθεας,West Greece,Zacharo,,,,True,
2426900215,Δημοτικό Σχολείο Παπάδου,North Aegean,Pappados,,,,True,
2471155974,25ο Δημοτικό Σχολείο Ευόσμου,Central Macedonia,"Ι. Τσιμισκή, Εύοσμος, Θεσσαλονίκη, 562 24",,,,True,
2500323149,23ο Δημοτικό Σχολείο,Central Macedonia,Triandria,,,,True,
2517646534,86ο Δημοτικό Σχολείο Αθηνών,Attica,Kipseli,,,,True,
2608417263,Δημοτικο Σχολειο,Central Macedonia,Neoi Epivates,,,,True,
2638987709,Δημοτικό Σχολείο Πόρτο Χελίου,Peloponnese,Porto Cheli,,,,True,
2665703071,6ο Δημοτικό Σχολείο Άνω Λιοσίων,Attica,Ano Liosia,,,,True,
2677602798,11ο Δημοτικό Σχολείο Ελευσίνας,Attica,Elefsina,,,,True,
2684057935,Δημοτικό Σχολείο Ποσειδωνίας,South Aegean,Vari,,,,True,
2685108454,3ο Δημοτικό Σχολείο,South Aegean,Ermoupolis,,,,True,
2692468722,1ο Δημοτικό Σχολείο Καρπενησίου,Central Greece,Karpenisi,,,,True,
2700334382,4ο Δημοτικό Σχολείο Αγίας Παρασκευής,Attica,Agia Paraskevi,,,,True,
2753114177,32ο Δημοτικό Σχολείο Πειραιά,Attica,"Μαρίας Χατζηκυριάκου, Πειραιάς, 18538",,+302104513869,,True,
2753114178,48ο Δημοτικό Σχολείο Πειραιά,Attica,"Μαρίας Χατζηκυριάκου, Πειραιάς, 18538",,+302104511163,,True,
2753114179,56ο Δημοτικό Σχολείο Πειραιά,Attica,"Κλεισόβης, Πειραιάς, 18538",,,,True,
2792298208,3ο Δημοτικό Καρπενησίου,Central Greece,Karpenisi,,,,True,
2792298209,Ειδικό Δημοτικό Σχολείο Καρπενησίου,Central Greece,Karpenisi,,,,True,
2801670623,5ο Δημοτικό,Attica,Ano Liosia,,,,True,
2804526335,18 Δημοτικό,Attica,Πειραιάς,,,,True,
2804854764,4 Δημοτικό Σχολείο Ζεφυρίου,Attica,Zefyri,,,,True,
2806090265,3ο Δημοτικό,Attica,Kamateron,,,,True,
2829898893,Δημοτικό Σχολείο Γραμματικού,Attica,Grammatiko,,,,True,
2861689969,Δημοτικό Σχολείο Λουσικών,West Greece,Kato Achaia,,,,True,
2865913671,2ο Δημοτικό Σχολείο,Central Macedonia,Pylaia,,,,True,
2877392254,30ο Δημοτικό Σχολείο,Central Macedonia,"Ιωαννίνων, Triandria",,,,True,
2916369266,7ο Δημοτικό Σχολείο Χίου,North Aegean,Chios,,,,True,
2938572383,1ος Δημοτικός Βρεφονηπιακός Σταθμός Γλυκών Νερών,Attica,Gerakas,,,,True,
3265799001,2ο Δημοτικό Αγριάς,Thessaly,Agria,,,,True,
3265817399,1ο Δημοτικό Αγριάς,Thessaly,Agria,,,,True,
3462081085,Δημοτικό Σχολείο,Central Greece,Orchomenos,,,,True,
3646009928,Δημοτικό Σχολείο Χούνης,Peloponnese,Koutsopodi,,,,True,
3662668933,Δημοτικó Σκολείο Βυσσινιάς Καστοριάς,West Macedonia,Chloi,,,,True,
3662668974,Δημοτικό Σχολείο Πολυποτάμου,West Macedonia,Florina,,,,True,http://dim-polyp.flo.sch.gr/autosch/joomla15/
3718692260,2ο Δημοτικό Σχολείο Παλαιού Φαλήρου,Attica,Palaio Faliro,,,,True,
3738890783,18ο Δημοτικό Σχολείο Καλαμαριάς,Central Macedonia,Kalamaria,,,,True,
3738896976,81ο Δημοτικό Σχολείο,Central Macedonia,Triandria,,,,True,
3778318127,12ο Δημοτικό σχολείο,East Macedonia and Thrace,Drama,,,,True,
3784567480,9ο Δημοτικό Σχολείο Πειραιά,Attica,Piraeus,,,,True,
3784567481,11ο Δημοτικό Σχολείο Πειραιά,Attica,Piraeus,,,,True,
3803150772,Δημοτικό σχολείο,Thessaly,Farsala,,,,True,
3818724731,Δημοτικό Σχολείο Αρχαίας Επιδαύρου,Peloponnese,Palaia Epidavros,,,,True,
3841083523,4ο Δημοτικό Σχολείο Κρύας Βρύσης,Central Macedonia,Krya Vrysi,,,,True,
3889123979,13ο Δημοτικό Σχολείο Αθηνών,Attica,"Κυνίσκας, Αθήνα",,,,True,
3908033485,106ο Δημοτικό Σχολείο Θεσσαλονίκης,Central Macedonia,"Αργυρίου Ζάχου, Triandria, 54454",,,,True,
3924361980,6ο Δημοτικό Καματερού,Attica,Zefyri,,,,True,
3946378490,"21ο Δημοτικό Σχολείο ""Λέλα Καραγιάννη""",Attica,"Κύπρου 43, Αθήνα, 11253",,2108652643,,True,
3946420784,4ο Ειδικό Δημοτικό Σχολείο Αθηνών,Attica,"Νικοπόλεως 31-33, Αθήνα, 11253",,,,True,
4121441981,Εκπαιδευτήρια Καντά - Δημοτικό,Attica,Vrilissia,,,,True,
4121844814,4o Δημοτικό Σχολείο Βριλησσίων,Attica,Vrilissia,,,,True,
4130868556,2ο Δημοτικό Σχολείο Βριλησσίων,Attica,Melissia,,,,True,
4133657482,11ο Δημοτικό Σχολείο Δράμας,East Macedonia and Thrace,Drama,,,,True,
4148846803,4ο Δημοτικό Χολαργού,Attica,Cholargos,,,,True,
4166045417,4ο & 8ο Δημοτικό Σχολείο Χαλανδρίου,Attica,Khalandrion,,,,True,
4171975211,10ο Δημοτικό Σχολείο Χαλανδρίου,Attica,Cholargos,,,,True,
4171975213,7ο Δημοτικό Σχολείο Χαλανδρίου,Attica,Cholargos,,,,True,
4182941283,11ο Χέλμειο Δημοτικό Σχολείο Αγ. Παρασκευής,Attica,Agia Paraskevi,,,,True,
4182941285,5ο Χέλμειο Δημοτικό Σχολείο Αγ. Παρασκευής,Attica,Agia Paraskevi,,,,True,
4183968798,10ο Δημοτικό Σχολείο Αγίας Παρασκευής,Attica,Agia Paraskevi,,,,True,
4213398765,6ο Δημοτικό Σχολείο Αγίας Παρασκευής,Attica,Cholargos,,,,True,
4223786144,3ο Δημοτικό Σχολείο Αγίας Παρασκευής,Attica,Cholargos,,,,True,
4231761591,16ο Δημοτικό Σχολείο,Central Greece,Lamia,,,,True,
4245985113,3ο & 4ο Δημοτικό Σχολείο Νέου Ψυχικού,Attica,Neo Psychiko,,,,True,
4285025603,12ος Δημοτικός Σταθμός Φαλήρου,Attica,Moskhaton,,,,True,
4308004189,Δημοτικό Κολλεγίου Αθηνών,Attica,Leondarion,,,,True,
4350874388,Δημοτικό Σχολείο Κερασιάς,Central Macedonia,Polykarpi,,,,True,
4366327503,4ο Δημοτικό Σχολείο Μελισσίων,Attica,"Σωκράτους, Δημοτική Ενότητα Μελισσίων, 15127",mail@4dim-meliss.att.sch.gr,+302108048669,,True,https://www.4dimotikomelission.gr
4367749549,1ο Δημοτικό Σχολείο Μελισσίων,Attica,Melissia,,,,True,
4367749550,6ο Δημοτικό Σχολείο Μελισσίων,Attica,Melissia,,,,True,
4375434710,15ο Δημοτικό Σχολείο Αμαρουσίου,Attica,Vrilissia,,,,True,
4389197627,11ο Δημοτικό Σχολείο Αμαρουσίου,Attica,Marousi,,,,True,
4394190266,Δ Δημοτικός σταθμός Καισαριανής,Attica,Καισαριανή,,,,True,
4398856189,8ο Δημοτικό Σχολείο Ορεστιάδας,East Macedonia and Thrace,Orestiada,,,,True,
4398856190,4ο Δημοτικό Σχολείο Ορεστιάδας,East Macedonia and Thrace,Orestiada,,,,True,
4409423462,3ο Δημοτικό Σχολείο Μελισσίων,Attica,Melissia,,,,True,
4409423463,5ο Δημοτικό Σχολείο Μελισσίων,Attica,Melissia,,,,True,
4420798994,107o Δημοτικό Σχολείο Αθηνών,Attica,Psychiko,,,,True,
4423530769,18ο Δημοτικό Σχολείο Αθηνών,Attica,Psychiko,,,,True,
4430476269,1ο Δημοτικό Σχολείο Παλαιοκάστρου,Central Macedonia,Oraiokastro,,,,True,
4432501607,135ο Δημοτικό Σχολείο Αθηνών,Attica,"Ιωσήφ Μομφεράτου, Kipseli",,,,True,
4434233851,41ο & 42ο Δημοτικά Σχολεία Αθηνών,Attica,Kipseli,,,,True,
4438976715,9ο Δημοτικό,North Aegean,Mytilini,,,,True,
4440210925,121ο Δημοτικό Σχολείο,Attica,Kipseli,,,,True,
4447440589,3ο / 4ο δημοτικό Χανίων,Crete,"Κοραη, Chania",,,,True,
4451681191,105ο & 136ο Δημοτικό Σχολείο Αθηνών,Attica,Kipseli,,,,True,
4456006243,16ο Δημοτικό Σχολείο Αθηνών,Attica,Kipseli,,,,True,
4457436557,"14ο Δημοτικό Σχολείο Αθηνών ""Δημήτρης Πικιώνης""",Attica,Kipseli,,,,True,
4463857943,35ο & 37ο Δημοτικά Σχολεία Αθηνών,Attica,Kipseli,,,,True,
4474952646,71o Δημοτικό Σχολείο Αθηνών,Attica,Athens,,,,True,
4494686901,76ο & 138ο Δημοτικά Σχολεία Αθηνών,Attica,Athens,,,,True,
4498585123,10ο & 80ο Δημοτικά Σχολεία Αθηνών,Attica,Neo Psychiko,,,,True,
4505595498,22ο Δημοτικό Σχολείο Αθηνών,Attica,"Λευκωσίας, Αθήνα",,,,True,
4524855099,64ο Δημοτικό Σχολείο Αθηνών,Attica,Athens,,,,True,
4552272793,149ο Δημοτικό Σχολείο Αθηνών,Attica,Tavros,,,,True,
4565452697,2ο Δημοτικό Σχολείο Καλλιθέας,Attica,Kallithea,,,,True,
4565452698,17ο Δημοτικό Σχολείο Καλλιθέας,Attica,Kallithea,,,,True,
4586960369,Δημοτικό Σχολείο Λητής,Central Macedonia,"Σχολείου, Λητή, 57200",,,,True,
4618338398,8ο Δημοτικό Σχολείο Χαλκίδας,Central Greece,Nea Artaki,,,,True,
4622670990,12ο Δημοτικό Σχολείο Θεσ/νίκης,Central Macedonia,Kalamaria,,,,True,
4634150327,1ο & 10ο Δημοτικά Σχολεία Νέας Σμύρνης,Attica,Nea Smyrni,,,,True,
4707570165,Δημοτικό Σχολείο Όσσας,Central Macedonia,Όσσα,dimossis@sch.gr,2394091204,,True,
4729118581,1ο Δημοτικό Καλαμπακίου,East Macedonia and Thrace,Kalampaki,,,,True,
4733564509,Δημοτικό Χωριστής,East Macedonia and Thrace,Choristi,,,,True,
4791557624,Δημοτικό Σχολείο Στρατονίκης,Central Macedonia,Stratonion,,,,True,
4793630121,Δημοτικο Αριστεινου,East Macedonia and Thrace,Alexandroupoli,,,,True,
4793915122,Δημοτικο ανθειας,East Macedonia and Thrace,Alexandroupoli,,,,True,
4799489305,1ο δημοτικό σχολείο Βαγίων,Central Greece,Vagia,,,,True,
4801904949,Δημοτικό Σχολείο Αγίας Μαρίνας,Central Greece,Stylida,,,,True,
4802299854,Δημοτικό Σχολείο Παροικιάς,South Aegean,Paros,,,,True,
4804243195,Δημοτικό Σχολείο Λευκών,South Aegean,Λεύκες,,,,True,
4821291847,Δημοτικό σχολείο,Epirus,Pramanta,,,,True,
4824573376,Δημοτικό Σχολείο Σβορώνου,Central Macedonia,"Αγίου Αντωνίου, Σβορώνος, 601 50",,,,True,
4848178734,12ο Δημοτικό Σχολείο Γαλατσίου,Attica,Galatsi,,,,True,
4849387809,Ειδικό Δημοτικό Σχολείο Μυτιλήνης,North Aegean,Vareia,,,,True,
4849387810,3o Δημοτικό Σχολείο Μυτιλήνης,North Aegean,Vareia,,,,True,
4853704929,Δημοτικό σχολείο Φαναρίου,Thessaly,Magoula,,,,True,
4865009048,3ο & 4ο Δημοτικά Σχολεία Γαλατσίου,Attica,Galatsi,,,,True,
4870472494,16ο Δημοτικό Σχολείο Γαλατσίου,Attica,Galatsi,,,,True,
4957419283,79ο Δημοτικό Σχολείο Αθηνών,Attica,"Ευγενίου Καραβία, Kipseli",,,,True,
4961660297,48ο Δημοτικό Σχολείο Αθηνών,Attica,Kipseli,,,,True,
5044945495,152ο Δημοτικό Σχολείο Αθηνών,Attica,Nea Chalkidona,,,,True,
5052122475,Λιβαδάρειος Δημοτική σχόλη Αγάπης,South Aegean,Tinos,,,,True,
5078244955,145ο Δημοτικό Σχολείο Αθηνών,Attica,Kipseli,,,,True,
5091364282,Δημοτικό Σχολείο Συκέας,Peloponnese,Sykea,,,,True,
5111893960,1ο Δημοτικό Σχολείο Νεοχωρίου,West Greece,Neochorion,,,,True,
5113510572,Δημοτικό Ταξιάρχη,Central Macedonia,"Ταξιάρχης Χαλκιδικής, 63100",,,,True,
5113709545,66ο Δημοτικό Σχολείο Αθηνών,Attica,Athens,,,,True,
5179678314,2ο Δημοτικό Σχολείο Υμηττού,Attica,Ymittos,,,,True,
5179678315,1ο Δημοτικό Σχολείο Υμηττού,Attica,Ymittos,,,,True,
5217715705,3ο Δημοτικό Σχολείο Υμηττού & 3ο Δημοτικό Σχολείο Ηλιούπολης,Attica,Ymittos,,,,True,
5260311527,13o Δημοτικό Σχολείο Αμπελοκήπων,Central Macedonia,"Εθνικής Αντίστασης, Ampelokipoi",,,,True,
5260356724,4ο Δημοτικό Σχολείο,Central Macedonia,Ampelokipoi,,,,True,
5260383927,2o - 4o Δημοτικό Μενεμένης,Central Macedonia,Ampelokipoi,,,,True,
5260383928,1ο Δημοτικό Σχολείο Μενεμένης,Central Macedonia,Evosmos,,,,True,
5260383929,6ο Δημοτικό Μενεμένης,Central Macedonia,Evosmos,,,,True,
5276105858,1ο Δημοτικό Σχολείο Μεταμόρφωσης,Attica,Metamorfosi,,,,True,
5321729521,Δημοτικό σχολείο,Central Greece,Roviai,,,,True,
5356120677,9ο - 16ο Δημοτικά Σχολεία Βύρωνα,Attica,Ilioupoli,,,,True,
5414308872,2ο Δημοτικό Σχολείο Τριανδρίας,Central Macedonia,"Αθ. Διάκου, Θεσσαλονίκη, 55337",,,,True,
5414308875,3ο Δημοτικό Σχολείο Τριανδρίας,Central Macedonia,"Ζαΐμη, Θεσσαλονίκη, 55337",,,,True,
5461103332,4ο Δημοτικό Σχολείο Ηλιούπολης,Attica,Ilioupoli,,,,True,
5483687727,38ο Δημοτικό Σχολείο Πειραιά,Attica,Piraeus,,,,True,
5531082723,2ο Δημοτικό Κερατέας,Attica,Keratea,,,,True,
5534824972,1ο Δημοτικό Σχολείο Σκάλας Ωρωπού και Νέων Παλατίων,Attica,"Αργυρουπόλεως, Νέα Παλάτια, 19015",,,,True,
5600045300,2ο Δημοτικο,Central Greece,Vasilikon,,,,True,
5600050610,1ο Δημοτικο,Central Greece,Vasilikon,,,,True,
5600068595,3ο Δημοτικό,Central Greece,"Λευκαντίου, Βασιλικό, 34002",,,,True,https://3dimvasilikou.mysch.gr/
5621648802,Δημοτικό Επιταλίου,West Greece,Epitalion,,,,True,
5679501303,1ο Δημοτικό Σχολείο Ορεστιάδας-Κυρίλλει,East Macedonia and Thrace,"Σκρα, Ορεστιάδα, 68200",,,,True,
5715929479,Ειδικό Δημοτικό Σχολείο Ηγουμενίτσας,Epirus,Igoumenitsa,,,,True,
5715929480,2ο Δημοτικό Σχολείο Ηγουμενίτσας,Epirus,Igoumenitsa,,,,True,
5896362030,2ο Δημοτικό Σχολείο Γουμένισσας,Central Macedonia,Goumenissa,,,,True,
5896362031,Δημοτικό Σχολείο Ευρωπού,Central Macedonia,Evropos,,,,True,
5906256325,1ο Δημοτικό Σχολείο Γουμένισσας Θάνος Ζελέγκος,Central Macedonia,Goumenissa,,,,True,
5907160636,1ο Δημοτικό Σχολείο Αγίου Ιωάννη Ρέντη,Attica,Agios Ioannis Rentis,,,,True,
5921620738,Δημοτικό σχολείο Ωρεών,Central Greece,Oreoi,,,,True,
5939234744,6ο Δημοτικό Σχολείο Παλαιού Φαλήρου,Attica,Palaio Faliro,,,,True,
5959687967,Ειδικό δημοτικό σχολείο αυτιστικών Πειραιά,Attica,Moskhaton,,,,True,
6022167325,Δημοτικό Σχολείο Κάτω Γέφυρας,Central Macedonia,"Γεωργίου Τροπαιοφόρου, Κάτω Γέφυρα, 57011",mail@dim-k-gefyr.thess.sch.gr,+302310715493,,True,
6022260506,Δημοτικό,West Macedonia,Lechovo,,,,True,
6066765257,1ο Ειδικό Δημοτικό Σχολείο Καλλιθέας,Attica,Kallithea,,,,True,
6205812104,6ο Δημοτικό Ιλίου,Attica,Ilion,,,,True,
6296650322,Δημοτικό σχολείο «Σωτηρίου Γ. Βούλγαρη» Παραμυθιάς,Epirus,Paramythia,,,,True,
6304386954,1ο Δημοτικό σχολείο Παραμυθιάς,Epirus,Paramythia,,,,True,
6409881741,1ο Δημοτικό Σχολείο Αξιούπολης,Central Macedonia,Axioupoli,,,,True,
6450569845,1ο Δημοτικό Σχολείο Άνω Λιοσίων,Attica,Ano Liosia,,,,True,
6561844360,Δημοτικό Σχολείο Κεραμειών,Ionian Islands,"Valsamata, 28100",,,,True,
6561844361,Δημοτικό Σχολείο Βλαχάτων,Ionian Islands,Valsamata,,,,True,
6817551459,Δημοτικό Σχολείο Μυρίνης,Thessaly,Makrychori,,,,True,
7011336991,Δημοτικο Σχολειο Πεπλου,East Macedonia and Thrace,Peplos,,,,True,
7023424497,4ο Δημοτικό,Central Macedonia,"Δελφών, Triandria",,,,True,
7067933620,2ο Ειδικό Δημοτικό Σχολείο Βόλου,Thessaly,Volos,,,,True,
7206104991,Δημοτικό Σχολείο Εξοχής,Central Macedonia,"Αγίου Στεφάνου, Εξοχή, 57010",,,,True,http://dim-exoch.xan.sch.gr/
7369736492,Δημοτικό Σχολείο Αμμοχωρίου,West Macedonia,Ammochori,,,,True,https://blogs.sch.gr/dimammoch/
7453601608,Δημοτικό Σχολείο,Central Macedonia,Loutraki,,,,True,
7454122657,Παλαιό Δημοτικό Σχολείο Ζουνακίου,Crete,"Πολεμάρχι - Νέα Ρούματα, Ζουνάκι, 73002",,,,True,
7454734613,Δημοτικό Σχολείο Αγίου Νικολάου,Central Greece,Ayios Nikolaos,,,,True,
7460746035,8ο Δημοτικό Σχολείο Γιαννιτσών,Central Macedonia,"Ιωάννου Βασιλειάδη, Giannitsa, 58100",,,,True,
7463927008,Δημοτικό Σχολείο Αλαγονίας,Peloponnese,Paralia Vergas,,,,True,
7470858596,1ο Δημοτικό Σχολείο,Central Greece,Malesina,,,,True,
7573489898,2ο Δημοτικό - Γιάννης Βλαχογιάννης,West Greece,Nafpaktos,,,,True,
7573489899,7ο Δημοτικό,West Greece,Nafpaktos,,,,True,
7600023737,Δημοτικό Σχολείο,Central Greece,Kyriaki,,,,True,
7624084978,49ο Δημοτικό Σχολείο Πατρών,West Greece,Rio,,,,True,
7644061691,1ο Δημοτικό Σχολείο Νέας Μαγνησίας,Central Macedonia,Nea Magnisia,,,,True,
7762415780,Δημοτικό σχολείο Κάπης,North Aegean,Mantamados,,,,True,
7767878485,21ο Δημοτικό Σχολείο,Central Greece,Chalkida,,,,True,
7856719402,Δημοτικό Σχολείο Καστέλλας,Central Greece,Kastella,,,,True,
7856719486,15o Δημοτικό Σχολείο,Central Greece,Chalkida,,,,True,
7856719690,Δημοτικό Σχολείο Δροσιάς,Central Greece,Dhrosia,,,,True,
7923328509,3ο Δημοτικό Σχολείο Νέας Αλικαρνασσού,Crete,"Αγίου Γεωργίου, Νέα Αλικαρνασσός",,,,True,http://3dim-n-alikarn.ira.sch.gr/
7924343133,Δημοτικό Σχολείο Νέου Ηραίου,Peloponnese,Ayia Trias,,,,True,
8158602497,5ο Δημοτικό,West Greece,Ayios Konstandinos,,,,True,
8234267155,Δημοτικό Σχολείο Βαθυλάκου,Central Macedonia,"Λυμπέρη Παυλιδάκη, Βαθύλακκος, 57011",,+302310719231,,True,
8248211280,Δημοτικό Σχολείο Οινόφυτων,Central Greece,Oinofyta,,,,True,
8338751885,Δημοτικό Σχολείο Καστελλίων,Central Greece,Anthili,,,,True,
8384849999,5ο Δημοτικό Σχολείο Αμπελοκήπων,Central Macedonia,Ampelokipoi,,,,True,
8401828341,Δημοτικό Σχολείο,Central Greece,"Νεοφύτου, Chalkida",,,,True,
8480405593,1ο Δημοτικό Σχολείο Πεύκης,Attica,Pefki,,+30 2108027753,,True,http://www.1dimpefkis.gr
8542775411,Δημοτικό Σχολείο Άνω Βόλου,Thessaly,Alli Meria,,,,True,
8615362602,Δημοτικό Σχολείο,Peloponnese,Kalamata,,,,True,
8636713532,2ο Δημοτικό Σχολείο,Central Greece,Malesina,,,,True,
8697285221,Δημοτικό Σχολείο,East Macedonia and Thrace,"λυδια, Krinides, 64003",,,,True,
8971439577,(υπό Κατασκευή) 2ο Δημοτικό Σχολείο Παλαιοκάστρου,Central Macedonia,Oraiokastro,,,,True,
9021737487,Δημοτικό Σκολείο & Νηπιαγωγείο Κρυσταλλοπηγἥς,Korce,Bilisht,,,,True,
9027139220,2/Θ Δημοτικό Σχολείο Νέου Κλήματος,Thessaly,Skopelos,,,,True,
9049229870,Δημοτικό Σχολείο Ροβιών,Central Greece,Roviai,,,,True,
9052878766,Διαπολιτισμικό Δημοτικό Σχολείου Ιάσμου,East Macedonia and Thrace,Iasmos,,,,True,
9053186856,Δημοτικό Σχολείο Φωτάδας,Thessaly,Pigi,,,,True,
9090371690,Δημοτικό Σχολείο Νέας Καλλίστης,East Macedonia and Thrace,Iasmos,,,,True,
9095239190,12ο Δημοτικό Τρίπολης,Peloponnese,Tripoli,,,,True,
9095239191,11ο Δημοτικό Τρίπολης,Peloponnese,Tripoli,,,,True,
9105005360,10ο Δημοτικό Σχολείο,East Macedonia and Thrace,Alexandroupoli,,,,True,
9119204077,Δημοτικό Σχολείο Αιγείρου,East Macedonia and Thrace,Iasmos,,,,True,
